着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,9,アルナシーム,56,坂井瑠星,1:44.7,,1-1,33.9,5.2,3,[西] 橋口慎介,ライオンレースホース,"1,864.5",垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2019105252,牡,4,442,0
2,6,6,トゥデイイズザデイ,56,松山弘平,1:44.7,アタマ,2-3,33.7,5.5,4,[西] 池江泰寿,前田葉子,747.0,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2019100628,牡,4,468,+8
3,4,4,パラレルヴィジョン,57,川田将雅,1:44.8,クビ,5-5,33.6,1.7,1,[東] 国枝栄,キャロットファーム,463.5,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2019105065,牡,4,488,-4
4,7,7,クロミナンス,57,荻野極,1:44.9,3/4,5-5,33.7,37.4,5,[東] 尾関知人,サンデーレーシング,280.0,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2017105074,牡,6,506,+18
5,5,5,オヌール,54,岩田望来,1:45.2,2,7-7,33.8,4.9,2,[西] 友道康夫,社台レースホース,184.0,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2018104502,牝,5,428,0
6,7,8,プライムフェイズ,54,団野大成,1:45.3,クビ,7-7,34.0,63.2,8,[西] 西園翔太,サンデーレーシング,,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2017105198,牡,6,468,-2
7,2,2,タイゲン,56,和田竜二,1:45.5,1.1/4,4-3,34.4,44.4,7,[西] 平田修,丸山担,,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2019105413,牡,4,478,+2
8,8,10,シンボ,57,松岡正海,1:46.5,6,7-7,35.1,38.9,6,[西] 小崎憲,龍光,,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2017101695,牡,6,482,+2
9,3,3,シャフトオブライト,55,松若風馬,1:46.8,1.3/4,2-2,35.9,209.6,9,[西] 北出成人,フジワラ・ファーム,,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2015106174,牡,8,460,+20
取,1,1,デビットバローズ,56,西村淳也,,,,,---,,[西] 上村洋行,猪熊広次,,垂水ステークス,202309030510,阪神,1800,右,芝,良,晴,2019104878,牡,4,,
